Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:40a:8500:7553:2552:d39:528b,Espírito Santo,2022-08-30T12:14:11.730Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.216.78,Espírito Santo,2022-08-30T05:00:34.891Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.218.123,Espírito Santo,2022-08-30T01:52:20.436Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.218.123,Espírito Santo,2022-08-30T00:18:50.328Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:18e2:dfd1:38cb:4bc5,Espírito Santo,2022-08-30T00:16:28.579Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:29b4:60d7:3c6:5b9c,Espírito Santo,2022-08-28T22:06:08.654Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:8c08:6864:2fb7:e254,Espírito Santo,2022-08-28T19:25:23.616Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:d4b3:6da6:55f6:d562,Espírito Santo,2022-08-28T07:42:00.195Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:d4b3:6da6:55f6:d562,Espírito Santo,2022-08-28T00:34:01.329Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:fdd5:a82d:8001:2c91,Espírito Santo,2022-08-27T16:36:33.846Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.218.123,Espírito Santo,2022-08-27T16:14:57.404Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:a901:6744:9fbc:ac21,Espírito Santo,2022-08-27T15:00:56.914Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:a901:6744:9fbc:ac21,Espírito Santo,2022-08-27T02:23:29.947Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,2804:14d:ae84:8a63:1cdb:5d0b:44f0:77cb,Espírito Santo,2022-08-26T16:02:28.404Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:bdc9:66b2:ea5:974a,Espírito Santo,2022-08-26T01:39:33.852Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:5cab:cc96:349a:17cc,Espírito Santo,2022-08-25T02:20:10.788Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.216.78,Espírito Santo,2022-08-24T23:52:39.306Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:f5f1:b828:35a8:7123,Espírito Santo,2022-08-22T21:41:46.400Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:50b3:7c8b:f66c:4f29,Espírito Santo,2022-08-21T23:38:04.722Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:60eb:9b6d:f1d9:3ba5,Espírito Santo,2022-08-21T23:11:18.345Z
NFCDCH-LX-JH2N2JHTDWRRAQJRHET5KNRA014WY6,BR,Netflix Chrome Linux (Cadmium) HTML 5,Netflix Chrome Linux (Cadmium) HTML 5,2804:14d:ae84:8a63:8b95:5a5c:4774:fcd9,Espírito Santo,2022-08-21T00:15:53.718Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8a63:3039:128d:904f:14d1,Espírito Santo,2022-08-20T21:40:08.925Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:1086:68cd:2d13:78a7,Espírito Santo,2022-08-20T14:34:15.243Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:31ad:3f76:9dac:1abe,Espírito Santo,2022-08-19T20:16:18.063Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:9437:f1a4:f637:132,Espírito Santo,2022-08-19T01:47:32.436Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.218.123,Espírito Santo,2022-08-19T01:37:12.727Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:c489:c376:bd9e:db16,Espírito Santo,2022-08-19T00:05:06.374Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:6c0d:bb17:b5fc:2d73,Espírito Santo,2022-08-18T22:51:51.683Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:57c:8462:3718:51f5,Espírito Santo,2022-08-18T20:56:01.101Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.218.123,Espírito Santo,2022-08-17T03:22:51.821Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:d9bf:d29a:514e:32c7,Espírito Santo,2022-08-15T15:04:11.933Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:d9bf:d29a:514e:32c7,Espírito Santo,2022-08-14T23:08:04.650Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:34c5:4e56:4994:ca37,Espírito Santo,2022-08-09T02:28:47.647Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.218.123,Espírito Santo,2022-07-23T17:20:23.585Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:bcc3:2403:c777:7a8b,Espírito Santo,2022-07-11T05:05:33.143Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:d02b:2b11:2913:69a3,Espírito Santo,2022-07-10T03:29:53.413Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:99f3:1ec7:634e:7588,Espírito Santo,2022-07-09T02:42:08.044Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:5d00:457f:b1b7:7d9e:a11,Espírito Santo,2022-07-09T00:05:06.174Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.218.123,Espírito Santo,2022-07-07T16:19:37.876Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.216.78,Espírito Santo,2022-07-07T05:53:45.773Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.218.123,Espírito Santo,2022-07-07T00:10:58.018Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.218.123,Espírito Santo,2022-07-06T23:55:28.113Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.218.123,Espírito Santo,2022-07-06T16:16:07.447Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.219.129,Espírito Santo,2022-07-06T03:54:06.345Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.216.65,Espírito Santo,2022-07-06T00:30:02.899Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.216.65,Espírito Santo,2022-07-05T23:38:06.082Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.216.65,Espírito Santo,2022-07-03T21:39:50.010Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:e8ae:3445:da15:7753,Espírito Santo,2022-07-01T00:01:16.900Z
NFCDCH-02-JC74V7KE142TR882ECA83VAC24KFLD,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.216.65,Espírito Santo,2022-06-23T22:52:02.337Z
NFCDCH-02-JC74V7KE142TR882ECA83VAC24KFLD,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.216.65,Espírito Santo,2022-06-22T22:11:44.400Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:34ee:ae70:957b:36b9,Espírito Santo,2022-06-08T05:15:03.621Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:285a:97fb:3834:c1e2,Espírito Santo,2022-06-07T02:17:07.577Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:d6b:57d3:408a:aaef,Espírito Santo,2022-06-06T03:03:35.404Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:ed86:aaf6:ca0:6785,Espírito Santo,2022-06-03T06:27:42.023Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.216.65,Espírito Santo,2022-06-02T22:58:44.591Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:1046:301a:7d1:aaab,Espírito Santo,2022-06-02T04:26:27.295Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.216.65,Espírito Santo,2022-05-31T02:22:18.279Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:f882:9f02:7a12:933a,Espírito Santo,2022-05-31T01:45:33.097Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:f1ea:2c64:97b:ed1b,Espírito Santo,2022-05-30T23:28:55.338Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.216.65,Espírito Santo,2022-05-30T21:26:20.953Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:9018:994:3afb:4eae,Espírito Santo,2022-05-30T15:43:15.623Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:adaa:41e6:e34e:10f7,Espírito Santo,2022-05-30T14:31:24.690Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:adaa:41e6:e34e:10f7,Espírito Santo,2022-05-30T04:57:23.937Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:5936:f46:8822:efc6,Espírito Santo,2022-05-29T06:32:47.128Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:3b1:8500:d4f9:4b41:c71a:9665,Espírito Santo,2022-05-28T22:27:12.071Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.216.65,Espírito Santo,2022-05-28T16:06:13.032Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.216.65,Espírito Santo,2022-05-28T15:58:40.345Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.221.249,Espírito Santo,2022-05-28T03:30:24.019Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.221.249,Espírito Santo,2022-05-27T21:07:38.167Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:3116:6f07:f8b0:58b2,Espírito Santo,2022-05-27T15:28:39.309Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:f097:2908:dff9:2ae9,Espírito Santo,2022-05-26T04:51:36.847Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.221.249,Espírito Santo,2022-05-26T00:16:19.917Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:bdd7:28b1:5c06:4559,Espírito Santo,2022-05-23T02:01:03.504Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.221.249,Espírito Santo,2022-05-20T17:43:11.352Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:70db:1429:5a5a:beb7,Espírito Santo,2022-05-16T23:39:08.439Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:139:6b27:c8e8:b4c3,Espírito Santo,2022-05-16T08:50:09.791Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:139:6b27:c8e8:b4c3,Espírito Santo,2022-05-16T01:54:40.250Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:49ff:d97c:923a:939f,Espírito Santo,2022-05-14T00:47:33.855Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.221.249,Espírito Santo,2022-05-12T15:27:30.015Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,2804:18:581d:f626:9529:aacd:98fd:1f70,Rio de Janeiro,2022-05-10T14:17:25.560Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:89c4:6506:6acc:af9b,Espírito Santo,2022-05-10T09:06:48.645Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:89c4:6506:6acc:af9b,Espírito Santo,2022-05-10T06:06:59.093Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:14d:ae84:8a63:cc7a:8cf5:2013:d8c1,Espírito Santo,2022-05-04T01:45:54.538Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:14d:ae84:8a63:9d57:2bc6:92d:1518,Espírito Santo,2022-05-04T00:24:25.357Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,2804:18:582e:7456:9d6b:de01:48a6:e67a,Espírito Santo,2022-05-03T00:38:17.690Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:14d:ae84:8a63:a0f2:c08c:f42f:efb,Espírito Santo,2022-05-02T23:54:36.662Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:51ec:fc55:9d1e:5375,Espírito Santo,2022-05-02T07:14:23.785Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.221.249,Espírito Santo,2022-04-28T02:50:23.956Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:496f:46d8:39e7:12fa,Espírito Santo,2022-04-26T05:40:59.143Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.221.249,Espírito Santo,2022-04-22T02:50:58.883Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:3425:8cdd:df99:23cd,Espírito Santo,2022-04-16T03:47:04.250Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:35d6:5398:28f2:61d9,Espírito Santo,2022-04-14T03:29:14.402Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.221.249,Espírito Santo,2022-04-13T14:59:20.036Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:ed0f:e75c:3af7:fb98,Espírito Santo,2022-04-11T06:18:24.235Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:946c:231f:cd70:a9b,Espírito Santo,2022-04-10T04:13:56.624Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:2d7e:523:10e6:ad15,Espírito Santo,2022-04-08T12:19:02.379Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:2d7e:523:10e6:ad15,Espírito Santo,2022-04-08T04:41:00.747Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:9584:66df:5288:94d1,Espírito Santo,2022-04-07T05:38:31.467Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:b58f:6f:fa13:e2f0,Espírito Santo,2022-04-06T05:57:30.650Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.221.249,Espírito Santo,2022-04-04T13:16:28.940Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.221.249,Espírito Santo,2022-04-04T06:08:01.826Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:c98c:24e7:4b5:64ca,Espírito Santo,2022-04-03T13:21:05.801Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:c98c:24e7:4b5:64ca,Espírito Santo,2022-04-03T06:20:12.578Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.221.249,Espírito Santo,2022-04-03T01:36:29.834Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:d0b4:e552:db0e:9916,Espírito Santo,2022-04-01T06:15:51.997Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:f5de:43c0:a025:3b90,Espírito Santo,2022-03-30T12:01:30.583Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:f5de:43c0:a025:3b90,Espírito Santo,2022-03-30T03:35:46.093Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.221.249,Espírito Santo,2022-03-29T03:11:03.078Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:341:ab00:2dcd:a2e3:7241:f363,Espírito Santo,2022-03-28T02:49:12.741Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.221.249,Espírito Santo,2022-03-27T22:18:44.095Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.221.249,Espírito Santo,2022-03-27T16:58:53.196Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.196.34,Espírito Santo,2022-03-26T15:53:50.009Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.196.34,Espírito Santo,2022-03-25T03:18:15.184Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.196.34,Espírito Santo,2022-03-23T22:37:38.301Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.219.129,Espírito Santo,2022-03-23T17:08:07.280Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.216.242,Espírito Santo,2022-03-22T23:34:33.243Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.196.34,Espírito Santo,2022-03-17T23:26:51.038Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.196.34,Espírito Santo,2022-03-15T23:48:11.746Z
NFCDCH-02-GTY82T94CG09TGT0G9DY4L13K00YWN,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.196.34,Espírito Santo,2022-03-15T23:28:05.406Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.216.242,Espírito Santo,2022-03-14T03:58:04.205Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.223.180,Espírito Santo,2022-03-13T04:54:09.267Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:303:6500:f551:ab30:f68d:5cd9,Espírito Santo,2022-03-12T13:43:17.270Z
NFCDCH-02-HLN0TA862LHAK7NQH8P90CFNDXTV6X,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:303:6500:f551:ab30:f68d:5cd9,Espírito Santo,2022-03-12T03:22:32.594Z
